Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Вес;Цвет;Производитель;Ширина;Материал;Покрытие;"Угол открывания";Высота;"Единица измерения";Длина;"Нагрузка, N";"Размер чаши";"Установочный проем";"Общий размер";"Вес без упаковки";"Вес в упаковке";"Размеры упаковки";"Размер мойки";"Диаметр, мм";"Толщина стали,мм.";Размеры;Глубина;Диаметр;Толщина
"Комплектующие для мебели/Комплектующие для шкафов-купе/Комплектующие на шкаф Рамир/Комплектующие";"Стопор Рамир ";4.13;stopor-ramir-;1;;;;;00000000638;271;"Стопор Рамир ";"Стопор Рамир ";;;;12r.300x300.jpg?9fdbccc3e8c39ed8aa98c1d2622ca4c6;;;;;;;;;;;;;;;;;;;;;;;;
"Столешницы для кухни/Стеновые панели";"Стеновая Панель 3038 Мрамор беж св";0.00;stenovaya-panel-3038-mramor-bezh-sv;0;;;;;;;"Стеновая Панель 3038 Мрамор беж св";"Стеновая Панель 3038 Мрамор беж св";;;;2cd0e85ef79e6f2198f013e6c0d59c80.300x300.jpg?d978c9c9cfdcaf54bb222b4c4094892a;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Метабокс";"Метабокс L500 h-86  Hardi";131.00;metaboks-l500-h-86-hardi;1;;;;;00000002413;10;"Метабокс L500 h-86  Hardi";"Метабокс L500 h-86  Hardi";;;;guides-1_2.jpg;;;;;;;;h86;;L500;;;;;;;;;;;;;;
"Комплектующие для мебели/Крючки/Прочие/Крючок рейлинга ";"Крючок рейлинга S d16 двойной хром Hardi";15.00;kryuchok-rejlinga-s-d16-dvojnoj-hrom-hardi;1;;;;;00000002450;14;"Крючок рейлинга S d16 двойной хром Hardi";"Крючок рейлинга S d16 двойной хром Hardi";;;;tube-7.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Петли/Стеклопетли/Стеклопетля 1-ая";"Стеклопетля 1-ая с магнитом хром";14.00;steklopetlya-1-aya-s-magnitom-hrom;1;;;;;00000000054;10;"Стеклопетля 1-ая с магнитом хром";"Стеклопетля 1-ая с магнитом хром";;;;"21r.300x300_1.jpg?fb369448fc1e9361183736f5a5f9267e, 33r.300x300.jpg?b557111e7a7899eb8fe511ac0f6d0fe2";;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Крепёжная фурнитура/Держатели/Стеклодержатель";"Стеклодерж. пл бесцветн (1/1000)";0.40;stekloderzh-pl-bestsvetn-11000;1;;;;;00000001296;2984;"Стеклодерж. пл бесцветн (1/1000)";"Стеклодерж. пл бесцветн (1/1000)";;;;2513_img.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Крепёжная фурнитура/Соединители/Соединитель ДВП 2м";"Соединитель ДВП корич. 2м";14.00;soedinitel-dvp-korich-2m;1;;;;;00000001655;86;"Соединитель ДВП корич. 2м";"Соединитель ДВП корич. 2м";;;;pr_4.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Крепёжная фурнитура/Соединители/Соединитель ДВП 2м";"Соединитель ДВП белый 2м";14.56;soedinitel-dvp-belyj-2m;1;;;;;00000001654;73;"Соединитель ДВП белый 2м";"Соединитель ДВП белый 2м";;;;pr_5.jpg;;;;;;;;;;;;;;;;;;;;;;;;
;"Навесной верх 705х400 Скошенный Стекло";1734.00;;1;;;;;;;"Навесной верх 705х400 Скошенный Стекло";"Навесной верх 705х400 Скошенный Стекло, Кухни с фасадами из МДФ";;;;832_large_4.jpg;;;;"400 мм";;;;"705 мм";;;;;;;;;;;;;;"280 мм";;
;"Навесной верх 705х400 Скошенный Стекло";1734.00;navesnoj-verh-705h400-skoshennyj-steklo;1;0;;;;;;"Навесной верх 705х400 Скошенный Стекло";"Навесной верх 705х400 Скошенный Стекло, Кухни с фасадами из МДФ";;;;832_large_4.jpg;;;;"400 мм";;;;"705 мм";;;;;;;;;;;;;;"280 мм";;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1519 38мм окончание";91.00;soedinitel-1519-38mm-okonchanie;1;;;;;00000000654;248;"Соединитель 1519 38мм окончание";"Соединитель 1519 38мм окончание";;;;2314_img.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1518 28мм окончание R9";79.00;soedinitel-1518-28mm-okonchanie-r9;1;;;;;00000000653;219;"Соединитель 1518 28мм окончание R9";"Соединитель 1518 28мм окончание R9";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1517/1 38мм Т-щелевой ";40.00;soedinitel-15171-38mm-t-schelevoj-;1;;;;;00000000659;1290;"Соединитель 1517/1 38мм Т-щелевой ";"Соединитель 1517/1 38мм Т-щелевой ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1517  28мм щелевая глянец R9";41.60;soedinitel-1517-28mm-schelevaya-glyanets-r9;1;;;;;00000000072;96;"Соединитель 1517  28мм щелевая глянец R9";"Соединитель 1517  28мм щелевая глянец R9";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1517 28мм Т-щелевой R9";38.00;soedinitel-1517-28mm-t-schelevoj-r9;1;;;;;00000000660;974;"Соединитель 1517 28мм Т-щелевой R9";"Соединитель 1517 28мм Т-щелевой R9";;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"Навесной верх 705х500 Угловой";2292.00;navesnoj-verh-705h500-uglovoj;1;;;;;;;"Навесной верх 705х500 Угловой";"Навесной верх 705х500 Угловой, Кухни с фасадами из МДФ";;;;e-3053-202x168_0_4.jpg;;;;"500 мм";;;;"705 мм";;;;;;;;;;;;;;"280 мм";;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1516 38мм угловая глянец";83.20;soedinitel-1516-38mm-uglovaya-glyanets;1;;;;;00000000071;74;"Соединитель 1516 38мм угловая глянец";"Соединитель 1516 38мм угловая глянец";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1515 38мм Т-щелевой  ";52.20;soedinitel-1515-38mm-t-schelevoj-;1;;;;;00000001969;484;"Соединитель 1515 38мм Т-щелевой  ";"Соединитель 1515 38мм Т-щелевой  ";;;;2313_img_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1514 28мм Т-щелевой";43.12;soedinitel-1514-28mm-t-schelevoj;1;;;;;00000000212;1152;"Соединитель 1514 28мм Т-щелевой";"Соединитель 1514 28мм Т-щелевой";;;;2313_img.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1474 28мм окончание ";69.56;soedinitel-1474-28mm-okonchanie-;1;;;;;00000000652;1338;"Соединитель 1474 28мм окончание ";"Соединитель 1474 28мм окончание ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"Навесной верх 600х600 Угловой Стекло";2508.00;navesnoj-verh-600h600-uglovoj-steklo;1;0;;;;;;"Навесной верх 600х600 Угловой Стекло";"Навесной верх 600х600 Угловой Стекло, Кухни с фасадами из МДФ";;;;t-3016-202x168_0_1.jpg;;;;"600 мм";;;;"600 мм";;;;;;;;;;;;;;"280 мм";;
;"Навесной верх 600х600 Угловой";2334.00;navesnoj-verh-600h600-uglovoj;1;;;;;;;"Навесной верх 600х600 Угловой";"Навесной верх 600х600 Угловой, Кухни с фасадами из МДФ";;;;e-3053-202x168_0_3.jpg;;;;"600 мм";;;;"600 мм";;;;;;;;;;;;;;"280 мм";;
;"Навесной верх 600х500 Угловой Стекло";2276.00;navesnoj-verh-600h500-uglovoj-steklo;1;0;;;;;;"Навесной верх 600х500 Угловой Стекло";"Навесной верх 600х500 Угловой Стекло, Кухни с фасадами из МДФ";;;;t-3016-202x168_0.jpg;;;;"500 мм";;;;"600 мм";;;;;;;;;;;;;;"280 мм";;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1070 6мм глянец";40.00;soedinitel-1070-6mm-glyanets;1;;;;;00000000079;92;"Соединитель 1070 6мм глянец";"Соединитель 1070 6мм глянец";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1060 6мм щелевой";39.00;soedinitel-1060-6mm-schelevoj;1;;;;;00000000658;600;"Соединитель 1060 6мм щелевой";"Соединитель 1060 6мм щелевой";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1040 6мм торцевой";31.00;soedinitel-1040-6mm-tortsevoj;1;;;;;00000000205;733;"Соединитель 1040 6мм торцевой";"Соединитель 1040 6мм торцевой";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1030 4мм щелевой";38.00;soedinitel-1030-4mm-schelevoj;1;;;;;00000000657;849;"Соединитель 1030 4мм щелевой";"Соединитель 1030 4мм щелевой";;;;1030.800x600w.jpg?48397861fd3f7b18d3587d6a724bd32b;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1030 6мм глянец";35.20;soedinitel-1030-6mm-glyanets;1;;;;;00000000078;90;"Соединитель 1030 6мм глянец";"Соединитель 1030 6мм глянец";;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"Навесной верх 600х500 Угловой";2176.00;navesnoj-verh-600h500-uglovoj;1;;;;;;;"Навесной верх 600х500 Угловой";"Навесной верх 600х500 Угловой, Кухни с фасадами из МДФ";;;;e-3053-202x168_0_2.jpg;;;;"500 мм";;;;"600 мм";;;;;;;;;;;;;;"280 мм";;
"Комплектующие для мебели/Кухонные комплектующие/Соединитель";"Соединитель 1010 4мм торцевой";26.27;soedinitel-1010-4mm-tortsevoj;1;;;;;00000000206;921;"Соединитель 1010 4мм торцевой";"Соединитель 1010 4мм торцевой";;;;1010_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители - GF/Смесители - GF 3923";"Смеситель GF-3923 белый (59642)";6052.80;smesitel-gf-3923-belyj-59642;1;;;;;00000002485;0;"Смеситель GF-3923 белый (59642)";"Смеситель GF-3923 белый (59642)";;;;"800x500_1_3673506.jpg, 331_big_6.jpg";;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители - GF/Смесители - GF 3023";"Смеситель GF-3023 чёрный (59169)";0.00;smesitel-gf-3023-chernyj-59169;1;;;;;00000002485;0;"Смеситель GF-3023 чёрный (59169)";"Смеситель GF-3023 чёрный (59169)";;;;"kr_3023501_3023506.jpg, 308_big_4.jpg";;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители - GF/Смесители - GF 3023";"Смеситель GF-3023 бежевый (59165)";3874.00;smesitel-gf-3023-bezhevyj-59165;1;;;;;00000002130;1;"Смеситель GF-3023 бежевый (59165)";"Смеситель GF-3023 бежевый (59165)";;;;"kr_3023501_3023508.jpg, 328_big_5.jpg";;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители - GF/Смесители - GF 1024";"Смеситель GF-1024 черный (59145)";3276.00;smesitel-gf-1024-chernyj-59145;1;;;;;00000002002;1;"Смеситель GF-1024 черный (59145)";"Смеситель GF-1024 черный (59145)";;;;"kr_1024001_1024007.jpg, 308_big_5.jpg";;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители - GF/Смесители - GF 1024";"Смеситель GF-1024 белый";3276.00;smesitel-gf-1024-belyj;1;;;;;00000002494;0;"Смеситель GF-1024 белый";"Смеситель GF-1024 белый";;;;"kr_1024001_1024008.jpg, 331_big_8.jpg, kr_1024001_1.jpg";;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители - GF/Смесители - GF 1024";"Смеситель GF-1024 бежевый";3024.00;smesitel-gf-1024-bezhevyj;1;;;;;00000002534;0;"Смеситель GF-1024 бежевый";"Смеситель GF-1024 бежевый";;;;"kr_1024001_1024009.jpg, 328_big_6.jpg";;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители - GF/Смесители - GF 1023";"Смеситель GF-1023 терракот (59137)";2300.00;smesitel-gf-1023-terrakot-59137;1;;;;;00000002357;0;"Смеситель GF-1023 терракот (59137)";"Смеситель GF-1023 терракот (59137)";;;;"800x500_kran_6.jpg, 307_big_5.jpg";;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители - GF/Смесители - GF 1023";"Смеситель GF-1023 песочный  (59301)";2300.00;smesitel-gf-1023-pesochnyj-59301;1;;;;;00000002494;0;"Смеситель GF-1023 песочный  (59301)";"Смеситель GF-1023 песочный  (59301)";;;;"800x500_kran_8.jpg, 302_big_6.jpg";;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители D-35";"Смеситель D-35 черный 308";2235.00;smesitel-d-35-chernyj-308;1;;;;;УТ000000522;10;"Смеситель D-35 черный 308";"Смеситель D-35 черный 308";;;;smesitel_dlya_kuhni_granfest_d35mm_u-obraznyi_chernyi_308_3023.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители D-35";"Смеситель D-35 песок 302";2235.00;smesitel-d-35-pesok-302;1;;;;;УТ000000523;1;"Смеситель D-35 песок 302";"Смеситель D-35 песок 302";;;;granfest-3023501.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Мойки и комплектующие/Смесители D-35";"Смеситель D-35 белый 331";2235.00;smesitel-d-35-belyj-331;1;;;;;УТ000000521;28;"Смеситель D-35 белый 331";"Смеситель D-35 белый 331";;;;kd3305-d6white.jpg;;;;;;;;;;;;;;;;;;;;;;;;
